indicators,2005-06,2007-08,2008-09,2009-10,2010-11,2011-12,2012-13,2013-14,2014-15,2015-16
% Muslim Enrolment: Prim73a.r9y Level,-,10.3,10.7,13.3,13.6,14.5,13.8,13.0,12.8,12.5
% Muslim Enrolment: U. 7P1r.i7mary Level,-,9.0,9.9,11.8,12.8,13.7,13.7,12.8,12.8,12.2
Ratio of Grade V to I,39,52.0,58.0,62.0,74.0,77.0,84,84.0,89.0,87.0
Avg. Repetition Rate: Primary Level,5.8,9.7,8.8,6.5,8.9,5.6,3.5,2.8,2.2,1.4
Avg.Repetition Rate: U.Primary Level,-,3.5,2.8,1.7,2.6,1.6,1.1,1.2,0.7,0.6
Avg. Drop-out Rate: Prima73ry.7 Level,17.0,12.8,15.1,15.8,10.5,12.6,1527.3.5,7.2,6.4,5.5
Retention Rate: Primary Level,-,77.8,71.4,53.1,47.7,51.5,60.2,65.1,69.3,75.2
Transition Rate: Primary to U.Primary,-,77.0,71.2,74.2,79.2,76.0,78.7,80.2,82.8,84.2
Student-Classroom Ratio,62,60,54,47.0,37,33,30,28,27,26
% Schools with Drinking Water,71.7,70.7,71.7,85.4,87.4,9200.10,1490.8,91.2,91.8,93.5
% Schools with Common Toilet,21.4,34.7,40.9,30.4,-,-,-,-,-,-
% Schools with Boys' Toilet,-,-,-,32.7,52.1,75.4,60.8x,89.6x,90.1x,96.5
% Schools with Girls' Toilet,11.6,20.7,28.2,49.3,60.0,6280.12,15 83.7x,84.8x,84.2x,96.8
% Schools with Boundarywall,28.5,23.5,22.5,21.5,25.2,26.5,25.0,26.9,30.5,31.1
% School with Playground Facility,-,-,-,28.0,31.0,3200.10,1631.3,32.0,32.7,40.5
% Schools with Ramp,4.3,5.6,7.0,14.0,31.2,36.6,63.6**,67.5**,60.1**,74.0**
% Schools havining Electricity,-,-,6.8,7.5,9.8,10.4,11.1,12.0,16.9,18.4
% Schools with Computer,4.7,5.5,5.8,6.0,7.2,8.1,8.3,8.7,9.3,9.8
% Schools Providing Mid-day Meal*,-,-,-,95.0,92.3,97.1,96.8,97.5,98.0,98.2
Number of Distric3t.s7 Covered,22,22.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
Total Schools,,,,,,,,,,
9.4,36211,41944.0,41850.0,41875.0,44675.0,44835.0,45760.0,46348.0,46773.0,47441.0
Total Government Schools,-,39511.0,39461.0,39624.0,40505.0,40343.0,40674.0,40666.0,40603.0,40437.0
Total Private Schools,-,2124.0,2082.0,2250.0,2703.0,2475.0,2583.0,2335.0,2354.0,2586.0
Ratio of Primary to U.PrimarySch1./0S.4ec.,4.0,3.1,2.9,2.6,2.4,2.5,2.5,2.4,2.4,2.4
Primary Sch./Sec.per 1000 Child Popln.,10,12.0,7.0,12.0,13.0,13.0,13.0,11.0,11.0,11.0
U.Prim. Sch./Sec.per 1000 Child Popln.,4,6.0,12.0,7.0,8.0,8.0,8.0,9.0,9.0,10.0
% Single-Teacher Schools with Enr.≥15,24.9,8.2,7.4,7.9,9.5,12.2,12.5,14.4,15.8,15.6
% Enrolment in Single-Teacher Schools,13.0,4.5,3.6,4.1,4.1,5.2,5.3,6.3,7.0,6.8
% Schools with Enro5.l0ment ≤ 50,16.2,11.0,12.5,17.0,19.7,22.7,25.4,27.4,29.4,30.9
% Schools with Fem4.a6le Teachers,65.0,54.6,54.5,54.8,57.4,59.1,59.4,60.9,54.6,56.5
